DIDE_CODE,prop_gamb_ss,prop_arab,prop_fun,seasonal_a0,seasonal_a1,seasonal_b1,seasonal_a2,seasonal_b2,seasonal_a3,seasonal_b3,itn_cov1,itn_cov2,itn_cov3,itn_cov4,itn_cov5,itn_cov6,itn_cov7,itn_cov8,itn_cov9,itn_cov10,itn_cov11,itn_cov12,itn_cov13,itn_cov14,itn_cov15,itn_cov16,itn_cov17,itn_cov18,itn_cov19,itn_cov20,irs_cov1,irs_cov2,irs_cov3,irs_cov4,irs_cov5,irs_cov6,irs_cov7,irs_cov8,irs_cov9,irs_cov10,irs_cov11,irs_cov12,irs_cov13,irs_cov14,irs_cov15,irs_cov16,irs_cov17,irs_cov18,irs_cov19,irs_cov20,prev,prev_years,prev_age0,prev_age1,drug_cov_0_0,drug_cov_1_0,ppu,ppr,gamb_ss_Q0,irs_dif_gamb_ss,gamb_ss_Q_in,gamb_ss_Q_bed,arab_Q0,irs_dif_arab,arab_Q_in,arab_Q_bed,fun_Q0,irs_dif_fun,fun_Q_in,fun_Q_bed,draw,total_M,sites
1759,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,317.6612629,2
1760,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,326.5728335,2
1761,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,332.1618431,2
1762,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,310.9411019,2
1763,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,334.5248548,2
1764,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,319.8724023,2
1765,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,327.5138255,2
1766,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,335.1907047,2
1767,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,345.207544,2
1768,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,331.9672253,2
1769,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,304.0769027,2
1770,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,303.2736531,2
1771,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,319.6637548,2
1772,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,315.6832149,2
1773,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,308.714601,2
1774,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,320.8462874,2
1775,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,334.5858302,2
1776,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,295.0763568,2
1777,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,320.0924082,2
1778,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,306.0859647,2
1779,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,316.2406131,2
1780,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,323.4903225,2
1781,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,309.2870137,2
1782,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,319.3174694,2
1783,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,320.837643,2
1784,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,301.9066095,2
1785,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,327.2538849,2
1786,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,315.1769871,2
1787,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,308.0846006,2
1788,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,296.8879248,2
1789,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,321.1563916,2
1790,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,339.1013643,2
1791,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,312.4809663,2
1792,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,321.1071891,2
1793,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,319.8908991,2
1794,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,323.8791964,2
1795,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,325.1303903,2
1796,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,329.77224,2
1797,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,328.7902218,2
1798,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,315.7260337,2
1799,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,318.0913826,2
1800,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,315.9297703,2
1801,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,322.8584098,2
1802,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,317.3623671,2
1803,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,312.8909461,2
1804,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,343.150143,2
1805,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,340.0788828,2
1806,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,345.321294,2
1807,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,323.9601996,2
1808,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,326.8184681,2
1809,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,317.6131989,2
1810,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,310.3024489,2
1811,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,301.9071122,2
1812,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,328.8341425,2
1813,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,300.6367443,2
1814,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,311.0421412,2
