DIDE_CODE,prop_gamb_ss,prop_arab,prop_fun,seasonal_a0,seasonal_a1,seasonal_b1,seasonal_a2,seasonal_b2,seasonal_a3,seasonal_b3,itn_cov1,itn_cov2,itn_cov3,itn_cov4,itn_cov5,itn_cov6,itn_cov7,itn_cov8,itn_cov9,itn_cov10,itn_cov11,itn_cov12,itn_cov13,itn_cov14,itn_cov15,itn_cov16,itn_cov17,itn_cov18,itn_cov19,itn_cov20,irs_cov1,irs_cov2,irs_cov3,irs_cov4,irs_cov5,irs_cov6,irs_cov7,irs_cov8,irs_cov9,irs_cov10,irs_cov11,irs_cov12,irs_cov13,irs_cov14,irs_cov15,irs_cov16,irs_cov17,irs_cov18,irs_cov19,irs_cov20,prev,prev_years,prev_age0,prev_age1,drug_cov_0_0,drug_cov_1_0,ppu,ppr,gamb_ss_Q0,irs_dif_gamb_ss,gamb_ss_Q_in,gamb_ss_Q_bed,arab_Q0,irs_dif_arab,arab_Q_in,arab_Q_bed,fun_Q0,irs_dif_fun,fun_Q_in,fun_Q_bed,draw,total_M,sites
363,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,380.959955,1
364,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,345.1877345,1
365,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,350.1323296,1
366,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,338.6382188,1
367,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,338.0238578,1
368,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,370.0926313,1
369,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,341.7697459,1
370,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,326.6630946,1
371,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,338.9483655,1
372,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,350.3622753,1
373,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,335.7053626,1
374,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,339.7814551,1
375,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,331.4960765,1
376,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,362.6730926,1
377,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,351.444279,1
378,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,352.534812,1
379,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,341.1088864,1
380,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,361.6825174,1
381,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,356.3199654,1
382,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,331.2927874,1
383,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,359.8180922,1
384,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,349.9521445,1
385,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,351.100557,1
386,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,367.5552549,1
387,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,344.7852468,1
388,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,384.8741205,1
389,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,359.2192013,1
390,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,337.4104276,1
391,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,358.3636507,1
392,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,343.3091563,1
393,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,355.9391396,1
394,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,372.2771612,1
395,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,350.8030175,1
396,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,337.0665951,1
397,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,363.3620327,1
398,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,355.9894219,1
399,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,335.4915001,1
400,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,371.5043488,1
401,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,366.4560112,1
402,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,345.9151307,1
403,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,348.290641,1
404,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,346.5168207,1
405,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,348.1086674,1
406,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,359.6212714,1
407,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,345.8741976,1
408,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,330.122311,1
409,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,349.1729943,1
410,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,351.2144633,1
411,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,343.6007641,1
412,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,324.7232583,1
413,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,332.612199,1
414,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,364.4552813,1
415,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,355.0303209,1
416,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,341.8301245,1
417,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,332.5144493,1
418,0.66,0,0.34,0.2854889,0.2685007,0.09308475,-0.05130384,0.06080074,-0.05664451,-0.007304213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.0111,0.0153,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3,0,5,0.2406391,0.04576095,0.3125,0.31185,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,369.2165497,1
